question,reference_answer,answer,normalized_score,dataset_num,predicted_score_1_True,predicted_score_1_False,predicted_score_2_True,predicted_score_2_False,predicted_score_10_True,predicted_score_10_False
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,bisnis dapat terstruktur dengan lebih baik lebih mudah mengelolanya,0.19,analisis_essay-32,0.08361825,0.106420204,0.1661513,0.11800509,0.09767473,-0.28881085
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,munculnya peluang bisnis baru yakni e business memperluas pangsa pasar mengurangi biaya produksi dan operasional,0.3,analisis_essay-32,0.47049478,0.4158927,0.3948093,0.11862705,0.29521373,-0.5376089
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,1 semakin maraknya penggunaan tik akan semakin membuka lapangan pekerjaan 2 bisnis yang berbasis tik atau yang biasa disebut e commerce dapat mempermudah transaksi traansaksi bisnis suatu perusahaan atau perorangan 3 dengan fasilitas pemasangan iklan di internet pada situs situs tertentu akan mempermudah kegiatan promosi dan pemasaran suatu produk,0.29,analisis_essay-32,0.34476128,0.29938936,0.42251304,0.14088532,0.24503063,-0.54620355
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,mempermudah transaksi bisnis mempermudah kegiatan promosi mempermudah proses pendidikan,0.24,analisis_essay-32,0.19923574,0.14956544,0.32578853,0.11909706,0.33406472,-0.41970488
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,komunikasi yang cepat teknologi sebagai media promosi kecepatan bertransaksi jangkauan pasar yang luas,0.29,analisis_essay-32,0.24818315,0.26204476,0.22873138,0.13857064,0.24494664,-0.28783387
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,dapat menyimpan file file yang penting,0.13,analisis_essay-32,0.092829965,0.051305354,0.10504727,0.14593121,0.03948024,-0.33863583
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,bisnis menjadi lebih efisien efektif jangkauan pemasaran lebih luas peluang lebih besar,0.27,analisis_essay-32,0.12426727,0.23303331,0.27845848,0.15267712,0.3195258,-0.25387245
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,pemasaran semakin luas dan mudah pengelolaan data atau uang menjadi lebih mudah dan tidak ada kacau,0.27,analisis_essay-32,0.31873292,0.38276944,0.34278128,0.1605511,0.3436709,-0.3490765
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,penerapan teknologi informasi dunia bisnis teknologi informasi dimanfaatkan untuk perdagangan secara elektronik atau dikenal sebagai e commerce e commerce adalah perdagangan menggunakan jaringan internet,0.23,analisis_essay-32,0.2045857,0.16172892,0.20032062,0.1276761,0.10649209,-0.53784555
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,dapat memudahkan proses perencanaan distribusi dan produksi dalam kegiatan bisnis,0.24,analisis_essay-32,0.31626964,0.2638939,0.27020463,0.11648331,0.14978848,-0.40332377
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,mempersingkat waktu memperoleh koneksi bisnis dengan cepat mempromosikan produk dengan cepat,0.26,analisis_essay-32,0.25419068,0.26357263,0.26965722,0.12517264,0.2819757,-0.346344
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,1 untuk pengembang bisnis 2 untuk memperluas bisnis 3 untuk mengenalkan bisnis kita,0.22,analisis_essay-32,0.08250317,0.09147663,0.22870438,0.14225453,0.09423666,-0.46497512
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,pekerjaan lebih efisien menejemen database mudah melakukan transaksi,0.22,analisis_essay-32,0.16517146,0.18433951,0.18882881,0.17045167,0.3145387,-0.3123057
