question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,selalu mengawasi anak selalu percaya pada anak selalu mengingatkan pergaulan yang baik pada anak selalu mendoakan anak selalu memberikan arahan pada anak selalu memberikan contoh yang baik pada anak tidak terlalu sibuk dengan dunia kerja sehingga anak merasa kesepian,31,analisis_essay,analisis_essay-8,0.31,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,1 pemberian kasih sayang dan perhatian dari orang tua dalam hal apapun 2 adanya pengawasan dari orang tua yang tidak mengekang contohnya orang tua boleh saja membiarkan dia melakukan apa saja yang masih sewajarnya dan apabila menurut pengawasan orang tua dia telah melewati batas yang sewajarnya orang tua sebagai orangtua perlu memberitahu dia dampak dan akibat yang harus ditanggungnya bila dia terus melakukan hal yang sudah melewati batas tersebut 3 biarkanlah dia bergaul dengan teman yang sebaya yang hanya beda umur 2 atau 3 tahun baik lebih tua darinya karena apabila orang tua membiarkan dia bergaul dengan teman main yang sangat tidak sebaya dengannya yang gaya hidupnya sudah pasti berbeda maka dia pun bisa terbawa gaya hidup yang mungkin seharusnya belum perlu dia jalani 4 pengawasan yang perlu dan intensif terhadap media komunikasi seperti tv internet radio handphone dll 5 perlunya bimbingan kepribadian di sekolah karena disanalah tempat anak lebih banyak menghabiskan waktunya selain di rumah 6 perlunya pembelajaran agama yang dilakukan sejak dini seperti beribadah dan mengunjungi tempat ibadah sesuai dengan iman kepercayaannya 7 orang tua perlu mendukung hobi yang dia inginkan selama itu masih positif untuk dia jangan pernah orang tua mencegah hobinya maupun kesempatan dia mengembangkan bakat yang dia sukai selama bersifat positif karena dengan melarangnya dapat menggangu kepribadian dan kepercayaan dirinya 8 orang tua harus,74,analisis_essay,analisis_essay-8,0.74,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mengawasi pergaulan anak tidak memberi fasilitas yang berlebihin diluar kebutuhan memberi waktu luang untuk anak agar terjalin komunikasi yang baik tidak mengajarkan gaya hidup mewah mengajarkan agama dengan pondasi yang kuat,27,analisis_essay,analisis_essay-8,0.27,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tidak terlalu mengekang anak membebaskan anak dalam membuat keputusan namun tetap dalam pengawasan memantau aktifitas anak menjadikan orangtua sebagai teman utama bagi anak mau mendengar keluh kesah anak jangan langsung menjudge anak menasihati anak tanpa melukai perasaannya,55,analisis_essay,analisis_essay-8,0.55,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,memahami apa artinya hidup mengajarkan norma agama mengajarkan norma asusila mengajarkan norma sosial mengajarkan batas batasan yang ada,27,analisis_essay,analisis_essay-8,0.27,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tidak boleh pulang malam over protective memonitoring orang tua jujur dan adil,20,analisis_essay,analisis_essay-8,0.2,8,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,berpikir positif sangat penting untuk kesehatan karna jiwa yang positif melahirkan raga yang sehat,30,analisis_essay,analisis_essay-10,0.3,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,lebih berprestasi jiwa dan raga lebih sehat memiliki banyak teman mengatasi masalah dengan tepat terhindar dari ceroboh hidup lebih terarah hubungan keluarga dan pasangan yang harmonis menjadi pribadi pemberani menjadi diri sendiri pribadi yang pantang menyerah memiliki sikap lapang dada,28,analisis_essay,analisis_essay-10,0.28,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,tidak berfikir dengan negatif,11,analisis_essay,analisis_essay-10,0.11,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,secara psikologi berfikir positif mampu meningkatkan kepercayaan diri yang akan berakibat baik pada sistem kekebalan tubuh sehingga pola hidup sehat akan terjaga karena fikiran yang selalu positif dan tidak cenderung pada suatu hal negatif,46,analisis_essay,analisis_essay-10,0.46,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,jika kita berpikir baik maka kita akan sehat,13,analisis_essay,analisis_essay-10,0.13,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,dengan berpikir positif kita menjadi lebih optimis dalam menjalani hidup dan tidak mudah berputus asa sehingga kehidupan menjadi lebih bermakna,23,analisis_essay,analisis_essay-10,0.23,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,dengan kita terus berpikir positif kita bisa belajar hidup sehat,26,analisis_essay,analisis_essay-10,0.26,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,karena orang orang sukses adalah orang orang yang memiliki pola pikir positif maka untuk masuk dan dapat diterima dengan respon positif anda harus positif pula orang orang yang berpikir positif adalah pribadi yang tidak pernah ngotot mempertahankan pendapatnya sendiri berani mengakui kekurangan kesalahan dan kelemahannya dan orang orang yang selalu optimis memiliki daya tahan mental dan tidak pernah larut dalam keputusasaan pameo lama mengatakan dalam tubuh yang sehat terdapat jiwa yang sehat,40,analisis_essay,analisis_essay-10,0.4,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,karena fikiran bisa mempengaruhi kondisi tubuh kita,26,analisis_essay,analisis_essay-10,0.26,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,jika kita berfikir positif maka kita akan tenang dan syaraf akan tidak tegang selain itu kita tidak stress sehingga kita sehat,30,analisis_essay,analisis_essay-10,0.3,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,selalu berifikir positif di segala situasi apapun,8,analisis_essay,analisis_essay-10,0.08,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,jika kita berpikir positif maka akan terhindar dari stres dan umur yang panjang,28,analisis_essay,analisis_essay-10,0.28,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,jika boleh saya menilai maka pola sikap dan pemikiran short cut asal bunyi tanpa observasi data dan pengujian seperti itu tidak jauh berbeda dengan pola pemikiran kita 5 abad yang lalu hanya saja saat ini masyarakat telah memiliki knowledge yang lebih mengenai patologi namun pemikiran yang sengaja kita batasi untuk mengeksplor lebih mendalam fenomena fenomena alam sebagai source of knowledge tampaknya menjadi penghalang terbesar kemajuan pendidikan teknologi bangsa kita ini berimplikasi tumbuhnya kultur bangsa yang hanya lebih cenderung menjadi bangsa pengguna customer consumer produk luar bukan producer atau inventor dna dan kehidupan,40,analisis_essay,analisis_essay-10,0.4,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,selalu berpikir yang benar,9,analisis_essay,analisis_essay-10,0.09,10,lifestyle
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,dengan berfikir positif biasa mempengaruhi pemikiran seseorang dimana ketika pemikiran seseorang tersebut baik positfi akan berpengaruh pada kualitas hidup yang sehat,22,analisis_essay,analisis_essay-10,0.22,10,lifestyle
