question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori,before,score_bin
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dos santos aveiro oih lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya dia memakai nomor punggung 7 di united,74,analisis_essay,analisis_essay-16,0.74,16,olahraga,cristiano ronaldo dos santos aveiro oih lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya dia memakai nomor punggung 7 di united,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,ronaldo dilahirkan di madeira portugal pada 05 februari 1985 dan memiliki klub di real madrid dengan nomer punggung 7 dan dikenal sebagai cr7,53,analisis_essay,analisis_essay-16,0.53,16,olahraga,ronaldo lahir di madeira portugal pada 05 februari 1985 dan memiliki klub di real madrid dengan nomer punggung 7 dan dikenal sebagai cr7,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dilahirkan 5 februari 1985 kewarganegaraan portugal pasukan semasa real madrid pasukan terdahulu manchester united nombor 7 dan gelaran nya adalah cr 7,56,analisis_essay,analisis_essay-16,0.56,16,olahraga,cristiano ronaldo lahir 5 februari 1985 kebangsaan portugal klub saat ini real madrid klub sebelumnya manchester united no punggung 7 dan sebutannya adalah cr 7,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano roberto yang lahir di portugal berkebangsaan portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united bernomor punggung 7 dan sebutannya cr7,71,analisis_essay,analisis_essay-16,0.71,16,olahraga,cristiano ronaldo yang lahir di portugal berkebangsaan portugal klub saat ini adalah real madrid klub sebelumnya adalah mancester united bernomor punggu 7 dan sebutannya cr7,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,lahir di portugal sebagai warga negara portugal awal karier pada manchaster united lalu skearang di real madrid dengan nomor punggung 7,53,analisis_essay,analisis_essay-16,0.53,16,olahraga,lahir di portugal sebagai warga negara portugal awal karier pada manchaster united lalu skearang di real madrid dengan nomor punggung 7,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,nama lengkap cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal posisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya dia memakai nomor punggung 7 di united yang sebelumnya dikenakan oleh johnny berry george best steve coppell bryan robson eric cantona dan david beckham setelah menghabiskan tahun pertamanya di madrid mengenakan nomor punggung 9 ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris raul gonzalez segudang prestasi telah berhasil dia peroleh cristiano ronaldo berhasil meraih gelar fifa ballon d or di bulan januari 2015 lalu yang diadakan di markas fifa zurich swiss gelar fifa ballon d or ini merupakan penghargaan ketiga bagi ronaldo setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam manchester united,74,analisis_essay,analisis_essay-16,0.74,16,olahraga,nama lengkap cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal posisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya dia memakai nomor punggung 7 di united yang sebelumnya dikenakan oleh johnny berry george best steve coppell bryan robson eric cantona dan david beckham setelah menghabiskan tahun pertamanya di madrid mengenakan nomor punggung 9 ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris raul gonzalez segudang prestasi telah berhasil dia raih cristiano ronaldo berhasil meraih gelar fifa ballon d or di bulan januari 2015 lalu yang diadakan di markas fifa zurich swiss gelar fifa ballon d or ini merupakan penghargaan ketiga bagi ronaldo setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam manchester united,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dilahirkan portugal 5 februari 1985 kewarganegaraan portugal pasukan saat ini real madrid pasukan terdahulu manchester united nombor 7 gelaran sandarannya cr7,67,analisis_essay,analisis_essay-16,0.67,16,olahraga,cristiano ronaldo lahir portugal 5 februari 1985 kebangsaan portugal klub saat ini real madrid klub sebelumnya manchester united no 7 julukannya cr7,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo lahir pada 17 mei 1980 lahir di sporting portugal klub ini adalah real madrid dan klub sebelumnya adalah manchester united dengan nomer punggung 7 kemudian cristiano ronaldo sering dijuluki cr 7 cr seven,55,analisis_essay,analisis_essay-16,0.55,16,olahraga,cristiano ronaldo lahir pada 17 mei 1980 lahir di sporting portugal klub saat ini adalah real madrid dan klub sebelumnya adalah manchester united dengan nomer punggung 7 kemudian cristioano ronaldo seting dijuluki cr 7 cr seven,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,pemain olahraga sepak bola profesional,8,analisis_essay,analisis_essay-16,0.08,16,olahraga,pemain sepak bola pro,0-9
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,kelahiran 5 februari 1985 madera portugal bangsa portugal klub real madri klub sebelum manchaster united tidak memiliki nomor 7 tersebut bernama cr seven,66,analisis_essay,analisis_essay-16,0.66,16,olahraga,lahir 5 februari 1985 madera portugal bangsa portugal klub real madri klub sebelum manchaster united no punggung 7 sebutanya cr seven,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,ricardo roberto lahir 5 februari 1985 kewarganegaraan portugal tim saat ini real madrid tim sebelumnya manchester united nomor punggung 7 dan julukannya adalah rc 7,56,analisis_essay,analisis_essay-16,0.56,16,olahraga,cristiano ronaldo lahir 5 februari 1985 kebangsaan portugal klub saat ini real madrid klub sebelumnya manchester united no punggung 7 dan sebutannya adalah cr 7,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo yang lahir di portugal berkebangsaan portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united bernomor punggung 7 dan sebutannya cr7,71,analisis_essay,analisis_essay-16,0.71,16,olahraga,cristiano ronaldo yang lahir di portugal berkebangsaan portugal klub saat ini adalah real madrid klub sebelumnya adalah mancester united bernomor punggu 7 dan sebutannya cr7,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,tempat lahir di funchal madeira portugal kebangsaan portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united nomor punggung 7 sebutannya cr7,49,analisis_essay,analisis_essay-16,0.49,16,olahraga,tempat lahir di funchal madeira portugal kebangsaan portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united nomor punggung 7 sebutannya cr7,40-49
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,kelahiran 5 februari 1985 madeira portugal bangsa portugal klub real madri klub sebelum manchester united nomor punggung 7 sebutan cr seven,66,analisis_essay,analisis_essay-16,0.66,16,olahraga,lahir 5 februari 1985 madera portugal bangsa portugal klub real madri klub sebelum manchaster united no punggung 7 sebutanya cr seven,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dos santos aveiro oih atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah lahir 5 februari 1985 santo ant nio portugal anak cristiano ronaldo jr tim saat ini real madrid c f tim nasional sepak bola portugal penghargaan ballon d or sepatu emas eropa lainnya,48,analisis_essay,analisis_essay-16,0.48,16,olahraga,cristiano ronaldo dos santos aveiro oih atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah lahir 5 februari 1985 santo ant nio portugal anak cristiano ronaldo jr tim saat ini real madrid c f tim nasional sepak bola portugal penghargaan ballon d or sepatu emas eropa lainnya,40-49
